,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Gross Weight,Net Weight,Is Recyclable?,Min. Person Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_90,"Single Female with four children, education: bachelors degree working as professional",V13er_BC,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide","['Coffee Bar', 'Florist', 'Ready Food', 'Video Store', 'Bar For Salad']",Sale : Double Down,Deluxe,2.66 M,1.1172 M,31.8337,28.7811,yes,50K+,2148.06,1525.28,373.1,248.79,278.2883
mc_ID_91,"Single Female with four children, education: partial high school working as manual",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Even Better",[],Tip Top Savings,Supermarket,2.54 M,0.8636 M,28.6358,25.7286,no,10K+,2815.99,2050.77,459.36,304.91,557.8318
mc_ID_92,"Married Female with No children, education: bachelors degree working as professional",S01em_OR,"Cold Remedies from Health and Hygiene department, Ordered Brand : Faux Products","['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Florist']",Roller Savings (High) ,Deluxe,6.2 M,2.418 M,13.7946,10.8729,yes,50K+,2574.53,1732.05,503.07.,334.02,440.1568
mc_ID_93,"Single Female with four children, education: bachelors degree working as professional",T02ma_WA,"Specialty from Produce department, Ordered Brand : Tri-State","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Dollar Days,Deluxe,2.55 M,1.0965 M,30.8162,26.4554,yes,50K+,3145.51,2055.23,654.13,436.09,725.9763
mc_ID_94,"Married Female with one child, education: bachelors degree working as professional",S01em_OR,"Paper Products from Household department, Ordered Brand : High Quality","['Video Store', 'Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food']",Price Slashers,Deluxe,7.12 M,2.6344 M,16.7163,,yes,130K+,2572.25,1734.5,503.07,335.38,
mc_ID_95,"Single Female with three children, education: high school degree working as manual",L05es_CA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",['Florist'],Shelf Emptiers,Supermarket,3.36 M,1.344 M,26.7461,22.24,no,50K+,2192.32,1320.15,523.32,348.95,564.2647
mc_ID_96,"Married Female with five children, education: bachelors degree working as professional",T02ma_WA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Imagine","['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food']",Save Price,Deluxe,11.32 M,5.094 M,29.3626,26.4554,no,50K+,3148,2057.28,654.13,436.09,584.191
mc_ID_97,"Married Male with two children, education: partial high school working as manual",S04ne_WA,"Canned Tuna from Canned Foods department, Ordered Brand : Just Right",[],Sale : Double Down,Supermarket,5.28 M,1.9008 M,10.8002,7.8785,no,50K+,2815.59,2049.72,459.36,,327.7641
mc_ID_98,"Married Female with two children, education: high school degree working as manual",V13er_BC,"Decongestants from Health and Hygiene department, Ordered Brand : Steady","['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Florist']",Price Slashers,Deluxe,5.91 M,1.773 M,28.9265,25.874,no,30K+,2147.17,1522.55,373.1,247.9,403.9652
mc_ID_99,"Married Female with three children, education: bachelors degree working as professional",T02ma_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR","['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",Full Free,Deluxe,1.34 M,0.5896 M,30.5255,27.6183,yes,50K+,3149.18,,654.13,436.09,288.5914
mc_ID_100,"Single Male with five children, education: partial high school working as skilled manual",H11go_ZA,"Vegetables from Frozen Foods department, Ordered Brand : PigTail","['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Florist']",Go For It,Deluxe,7.64 M,3.1324 M,10.1606,,no,10K+,2841.35,2038.11,481.98,321.26,455.3761
mc_ID_101,"Married Female with one child, education: partial high school working as skilled manual",S03le_WA,"Meat from Meat department, Ordered Brand : Genteel",['Coffee Bar'],Savings Galore,Supermarket,3.45 M,1.656 M,16.1349,13.2277,yes,10K+,1970.94,1238.19,440.92,295.86,724.5119
mc_ID_102,"Married Male with three children, education: partial college working as clerical",S03le_WA,"Canned Anchovies from Canned Foods department, Ordered Brand : Pleasant",['Coffee Bar'],,,10.32 M,4.128 M,,,yes,30K+,1968.71,1236.07,440.92,295.31,704.2718
mc_ID_103,"Married Male with five children, education: partial high school working as professional",M10da_YU,"Dairy from Dairy department, Ordered Brand : Club","['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store']",Pick Your Savings,Deluxe,14.44 M,6.498 M,27.3275,24.275,yes,90K+,2861.13,1871.16,593.93,395.95,295.4427
mc_ID_104,"Married Male with two children, education: partial college working as professional",M10da_YU,"Vegetables from Produce department, Ordered Brand : Tell Tale","['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Florist']",Pick Your Savings,Deluxe,7.44 M,3.1248 M,30.8162,29.3626,no,90K+,2861.13,1871.14,593.93,394.15,295.4427
mc_ID_105,"Single Female with three children, education: high school degree working as skilled manual",M10da_YU,"Frozen Entrees from Frozen Foods department, Ordered Brand : Golden","['Coffee Bar', 'Florist', 'Video Store', 'Ready Food', 'Bar For Salad']",Discount Frenzy,Deluxe,1.77 M,0.708 M,26.6008,23.5482,yes,30K+,2865.56,1869.44,593.93,,326.352
mc_ID_106,"Single Female with three children, education: graduate degree working as professional",S01em_OR,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Special","['Ready Food', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist']",Roller Savings (High) ,,5.79 M,1.8528 M,,,yes,70K+,2572.86,1734.5,503.07,333.94,440.1568
mc_ID_107,"Married Male with four children, education: high school degree working as manual",P07nd_OR,"Pure Juice Beverages from Beverages department, Ordered Brand : Excellent",[],Price Destroyers,Supermarket,4.26 M,1.6188 M,18.3153,,yes,30K+,,1508,227.8,151.9,588.3227
mc_ID_108,"Married Male with one child, education: partial high school working as skilled manual",P07nd_OR,"Vegetables from Produce department, Ordered Brand : Ebony",[],Big Time Discounts,Supermarket,5.28 M,2.0064 M,9.1431,7.675,yes,10K+,1888.25,1509,,151.9,761.488
mc_ID_109,"Single Female with two children, education: bachelors degree working as professional",H11go_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store']",One Day Sale,Deluxe,2.4 M,0.984 M,21.8039,,no,50K+,2841.35,2039.99,481.98,321.26,767.3456
mc_ID_110,"Single Male with No children, education: bachelors degree working as professional",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Hermanos",[],Sales Days,Supermarket,14.96 M,5.3856 M,19.0421,17.5885,no,70K+,,2049.72,457.36,,610.5502
mc_ID_111,"Single Female with three children, education: high school degree working as manual",M12ty_DF,"Starchy Foods from Starchy Foods department, Ordered Brand : Jardon",[],Super Savers,Mid-Size,4.8 M,2.352 M,16.7163,13.8091,yes,30K+,3395.01,2085.67,,522.49,531.4203
mc_ID_112,"Married Male with two children, education: high school degree working as professional",B06ls_CA,"Bread from Baked Goods department, Ordered Brand : Colony","['Coffee Bar', 'Ready Food', 'Video Store', 'Florist', 'Bar For Salad']",Sale Sale Sale,Gourmet,7.44 M,3.6456 M,18.4606,16.8617,yes,70K+,2203.98,1426.04,465.54,312.15,
mc_ID_113,"Single Female with three children, education: partial high school working as professional",C15ho_ZA,"Meat from Deli department, Ordered Brand : Red Spade","['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Price Cutters,Gourmet,10.32 M,3.612 M,17.2978,12.9224,yes,130K+,2209.79,1564.86,387.45,256.97,729.2712
mc_ID_114,"Single Male with three children, education: partial high school working as manual",B06ls_CA,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide","['Coffee Bar', 'Ready Food', 'Florist', 'Video Store', 'Bar For Salad']",Sale : Double Down,,4.5 M,1.44 M,8.9251,,no,10K+,,1424.85,465.54,310.3,292.6708
mc_ID_115,"Single Female with one child, education: graduate degree working as professional",P07nd_OR,"Meat from Frozen Foods department, Ordered Brand : Golden",[],Weekend Discount,Supermarket,10.44 M,4.0716 M,22.3853,,yes,70K+,1885.57,1508,227.8,151.9,735.1811
mc_ID_116,"Married Male with three children, education: partial college working as skilled manual",V13er_BC,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best","['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food', 'Video Store']",Super Savers,Deluxe,2.28 M,0.7296 M,16.571,13.6492,no,50K+,2149.98,1525.28,373.1,247.77,755.9442
mc_ID_117,"Married Male with four children, education: high school degree working as manual",L05es_CA,"Eggs from Eggs department, Ordered Brand : Blue Medal",['Florist'],Sale : Double Down,Supermarket,4.26 M,2.0448 M,24.7111,21.8039,no,30K+,,1320.15,523.32,349.33,292.6708
mc_ID_118,"Single Male with two children, education: partial high school working as skilled manual",P07nd_OR,"Pure Juice Beverages from Beverages department, Ordered Brand : Skinner",[],Weekend Discount,Supermarket,1.83 M,0.7686 M,22.0946,19.0421,no,10K+,1887.7,1508.35,227.8,152.46,735.1811
mc_ID_119,"Single Female with one child, education: bachelors degree working as professional",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",['Coffee Bar'],,Supermarket,7.08 M,2.124 M,,6.7883,no,50K+,1967.02,,440.92,,364.1649
mc_ID_120,"Married Female with two children, education: high school degree working as skilled manual",M10da_YU,"Specialty from Produce department, Ordered Brand : High Top","['Bar For Salad', 'Ready Food', 'Video Store', 'Coffee Bar', 'Florist']",GLD,Deluxe,8.46 M,4.0608 M,31.3976,28.4904,yes,10K+,2861.13,1871.16,,395.95,484.1411
mc_ID_121,"Single Female with four children, education: bachelors degree working as professional",P07nd_OR,"Vegetables from Produce department, Ordered Brand : Ebony",[],Best Price Savers,Supermarket,8.13 M,3.7398 M,21.2225,16.8617,no,130K+,1887.7,1510.86,227.8,151.9,650.4028
mc_ID_122,"Single Female with four children, education: partial college working as skilled manual",O09ba_VE,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Bar For Salad', 'Ready Food']",Three for One,Supermarket,7.98 M,2.7132 M,13.5329,10.6258,no,30K+,3231.21,2447.45,470.27,313.55,656.2604
mc_ID_123,"Single Male with one child, education: bachelors degree working as professional",M10da_YU,"Candy from Snacks department, Ordered Brand : Choice","['Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Pick Your Savings,Deluxe,10.6 M,4.028 M,31.543,30.0894,yes,50K+,2857.81,1871.16,593.93,395.42,295.4427
mc_ID_124,"Single Female with two children, education: graduate degree working as management",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Bar For Salad', 'Video Store', 'Florist', 'Ready Food', 'Coffee Bar']",Super Duper Savers,Deluxe,5.19 M,2.4393 M,11.0037,,yes,130K+,2144.28,1525.28,375.1,247.58,318.3501
mc_ID_125,"Married Female with five children, education: high school degree working as skilled manual",T02ma_WA,"Pizza from Frozen Foods department, Ordered Brand : PigTail","['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist']",Budget Bargains,Deluxe,4.35 M,1.5225 M,,24.275,no,30K+,3147.24,2052.32,654.13,436.99,715.1502
mc_ID_126,"Married Female with one child, education: partial high school working as skilled manual",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store', 'Ready Food']",Bag Stuffer,Deluxe,1.98 M,0.6732 M,,13.3585,yes,10K+,2572.86,1736.18,505.07,336.29,662.2226
mc_ID_127,"Single Female with four children, education: high school degree working as skilled manual",L05es_CA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",['Florist'],Savings Galore,Supermarket,7.41 M,2.6676 M,29.2172,27.7636,no,30K+,2187.69,1320.15,523.32,348.85,322.4295
mc_ID_128,"Married Female with one child, education: graduate degree working as professional",P07nd_OR,"Vegetables from Produce department, Ordered Brand : Tri-State",[],Price Slashers,Supermarket,5.86 M,1.8166 M,17.2978,14.376,yes,70K+,1887.62,1506.52,227.8,151.9,351.456
mc_ID_129,"Married Female with two children, education: high school degree working as professional",V13er_BC,"Candy from Snacks department, Ordered Brand : Musial","['Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist', 'Video Store']",Super Duper Savers,Deluxe,4.98 Millions,1.992 M,12.341,9.4193,yes,110K+,2148.56,1525.28,373.1,248.11,266.73
mc_ID_130,"Married Male with four children, education: partial high school working as skilled manual",C15ho_ZA,"Fruit from Canned Products department, Ordered Brand : Big City","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Saving Days,Gourmet,4.68 M,1.638 M,25.874,24.275,yes,10K+,2211.43,,385.45,256.97,474.0995
mc_ID_131,"Single Male with one child, education: partial high school working as professional",H11go_ZA,"Magazines from Periodicals department, Ordered Brand : Gauss","['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food', 'Video Store']",One Day Sale,,7.6 M,2.356 M,19.9142,,yes,150K+,,2038.11,481.98,321.26,767.3456
mc_ID_132,"Single Male with two children, education: bachelors degree working as professional",S03le_WA,"Vegetables from Produce department, Ordered Brand : High Top",['Coffee Bar'],Best Savings,Supermarket,11.55 M,5.313 M,,7.0063,yes,70K+,1966.06,1236.07,440.92,293.95,596.2723
mc_ID_133,"Single Male with four children, education: high school degree working as professional",S03le_WA,"Breakfast Foods from Frozen Foods department, Ordered Brand : Golden",['Coffee Bar'],Weekend Discount,Supermarket,3.08 M,1.3552 M,14.8266,,no,130K+,1970.94,1238.42,440.92,293.95,364.1649
mc_ID_134,"Single Female with four children, education: partial high school working as manual",S01em_OR,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Top Measure","['Florist', 'Video Store', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",I Cant Believe It Sale,,1.74 M,0.609 M,17.7338,,yes,10K+,2572.86,1736.76,,335.38,363.3281
mc_ID_135,"Married Female with one child, education: high school degree working as manual",O09ba_VE,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Good","['Ready Food', 'Bar For Salad']",Three for One,Supermarket,4.74 M,1.896 M,17.4431,13.0823,yes,30K+,3233.04,2448.37,470.27,313.55,656.2604
mc_ID_136,"Single Male with one child, education: partial college working as manual",S18co_CA,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR",['Coffee Bar'],Price Cutters,Small Grocery,5.0 M,2.2 M,11.0909,8.1837,yes,50K+,2092.01,1423.37,,265.98,363.0666
mc_ID_137,"Single Female with one child, education: high school degree working as management",T02ma_WA,"Dairy from Dairy department, Ordered Brand : Club","['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Super Duper Savers,Deluxe,14.44 M,7.22 M,27.3275,,yes,110K+,3145.51,,654.13,436.81,364.2695
mc_ID_138,"Married Male with two children, education: high school degree working as manual",O09ba_VE,"Plastic Products from Household department, Ordered Brand : Denny","['Ready Food', 'Bar For Salad']",Super Savers,Supermarket,15.56 M,5.446 M,11.2508,6.8755,no,30K+,3236.9,2448.37,470.27,313.55,754.7413
mc_ID_139,"Single Male with four children, education: partial high school working as manual",H11go_ZA,"Meat from Frozen Foods department, Ordered Brand : PigTail","['Ready Food', 'Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar']",Price Winners,Deluxe,8.84 M,4.1548 M,28.3451,25.4379,yes,30K+,2841.35,2040.31,481.98,321.26,453.9117
mc_ID_140,"Married Female with No children, education: bachelors degree working as professional",V13er_BC,"Canned Soup from Canned Foods department, Ordered Brand : Pleasant","['Ready Food', 'Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar']",Price Slashers,,5.64 M,1.8612 M,29.3626,,yes,70K+,,1525.28,373.1,,403.9652
mc_ID_141,"Married Female with four children, education: high school degree working as skilled manual",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Video Store', 'Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",Big Time Discounts,Deluxe,5.04 M,1.6632 M,,8.7361,yes,30K+,2568.13,1734.5,503.07,335.38,583.1973
mc_ID_142,"Single Female with four children, education: partial high school working as skilled manual",T02ma_WA,"Magazines from Periodicals department, Ordered Brand : Gauss","['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Weekend Discount,Deluxe,4.83 M,1.932 M,19.3328,17.8792,no,10K+,3145.51,2055.29,654.13,436.09,
