,Person%20Description,Place%20Code,Customer%20Order,Additional%20Features%20in%20market,Promotion%20Name,Store%20Kind,Store%20Sales,Store%20Cost,Gross%20Weight,Net%20Weight,Weights%20Data,Is%20Recyclable?,Yearly%20Income,Store%20Area,Grocery%20Area,Frozen%20Area,Meat%20Area,Cost
mc_ID_69,"Single Male with five children, education: high school degree working as skilled manual",C15ho_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",,Gourmet,8.46 Millions,4.1454 Millions,,22.0946,"{'Gross Weight': 26.6008, 'Net Weight': 22.0946, 'Package Weight': 4.5061}",yes,30K+,2210.6,1564.86,385.45,256.97,474.0995
mc_ID_70,"Married Female with four children, education: high school degree working as manual",B14on_WA,"Canned Shrimp from Canned Foods department, Ordered Brand : Just Right","['Ready Food', 'Bar For Salad']",Two for One,Supermarket,12.44 Millions,5.2248 Millions,20.2049,18.606,"{'Gross Weight': 20.2049, 'Net Weight': 18.606, 'Package Weight': 1.599}",no,30K+,3687.88,2265.9,853.22,570.32,555.426
mc_ID_71,"Single Male with five children, education: partial high school working as manual",B06ls_CA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Coffee Bar', 'Bar For Salad', 'Florist', 'Video Store', 'Ready Food']",Two for One,,9.24 Millions,3.8808 Millions,13.1114,10.2042,"{'Gross Weight': 13.1114, 'Net Weight': 10.2042, 'Package Weight': 2.9072}",yes,10K+,2200.69,1424.85,465.54,310.3,360.7131
mc_ID_72,"Married Female with five children, education: partial high school working as skilled manual",V13er_BC,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar', 'Ready Food']",,,6.66 Millions,3.2634 Millions,18.3153,,"{'Gross Weight': 18.3153, 'Net Weight': 16.8617, 'Package Weight': 1.4536}",yes,10K+,2148.77,1525.28,373.1,248.77,755.9442
mc_ID_73,"Married Male with five children, education: partial high school working as professional",M10da_YU,"Hygiene from Health and Hygiene department, Ordered Brand : Bird Call","['Coffee Bar', 'Video Store', 'Bar For Salad', 'Ready Food', 'Florist']",Two Day Sale,Deluxe,4.86 Millions,1.7496 Millions,25.5832,22.676,"{'Gross Weight': 25.5832, 'Net Weight': 22.676, 'Package Weight': 2.9072}",no,90K+,2859.36,1871.16,593.93,395.95,402.0824
mc_ID_74,"Single Female with four children, education: bachelors degree working as professional",H11go_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West","['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Video Store', 'Florist']",One Day Sale,Deluxe,5.4 Millions,2.322 Millions,23.6936,20.641,"{'Gross Weight': 23.6936, 'Net Weight': 20.641, 'Package Weight': 3.0525}",yes,70K+,2845.2,2035.45,481.98,322.83,767.3456
mc_ID_75,"Single Male with one child, education: bachelors degree working as professional",S03le_WA,"Candy from Snacks department, Ordered Brand : Atomic",['Coffee Bar'],Sale Sale Sale,,3.75 Millions,1.425 Millions,15.1174,,"{'Gross Weight': 15.1174, 'Net Weight': 12.1956, 'Package Weight': 2.9217}",no,50K+,,1238.59,440.92,293.95,473.7334
mc_ID_76,"Single Male with No children, education: high school degree working as skilled manual",B06ls_CA,"Meat from Deli department, Ordered Brand : Cutting Edge","['Video Store', 'Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",Fantastic Discounts,Gourmet,7.11 Millions,2.5596 Millions,18.7513,17.1524,"{'Gross Weight': 18.7513, 'Net Weight': 17.1524, 'Package Weight': 1.599}",no,30K+,2198.39,1425.74,465.54,310.3,718.9158
mc_ID_77,"Married Male with four children, education: high school degree working as skilled manual",V13er_BC,"Breakfast Foods from Frozen Foods department, Ordered Brand : Carrington","['Bar For Salad', 'Florist', 'Video Store', 'Coffee Bar', 'Ready Food']",Super Duper Savers,Deluxe,5.52 Millions,2.7048 Millions,28.6358,25.7286,"{'Gross Weight': 28.6358, 'Net Weight': 25.7286, 'Package Weight': 2.9072}",yes,30K+,2147.17,1525.28,373.1,248.43,266.73
mc_ID_78,"Single Male with three children, education: partial high school working as skilled manual",S01em_OR,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Bar For Salad', 'Coffee Bar', 'Ready Food', 'Video Store', 'Florist']",,,5.94 Millions,2.0196 Millions,,25.874,"{'Gross Weight': 28.9265, 'Net Weight': 25.874, 'Package Weight': 3.0525}",no,10K+,,1734.5,503.07,335.38,662.2226
mc_ID_79,"Married Male with four children, education: bachelors degree working as professional",L05es_CA,"Carbonated Beverages from Beverages department, Ordered Brand : Fabulous",['Florist'],Save It (Sale),Supermarket,2.64 Millions,1.0296 Millions,23.8389,22.24,"{'Gross Weight': 23.8389, 'Net Weight': 22.24, 'Package Weight': 1.599}",yes,50K+,2192.32,1320.15,523.32,347.03,427.7617
mc_ID_80,"Single Female with two children, education: partial high school working as manual",S03le_WA,"Vegetables from Produce department, Ordered Brand : Ebony",['Coffee Bar'],Best Price Savers,Supermarket,2.44 Millions,0.732 Millions,27.1822,24.275,"{'Gross Weight': 27.1822, 'Net Weight': 24.275, 'Package Weight': 2.9072}",yes,30K+,1973.33,1236.07,440.92,293.95,720.5371
mc_ID_81,"Married Male with one child, education: bachelors degree working as professional",S03le_WA,"Paper Products from Household department, Ordered Brand : Cormorant",['Coffee Bar'],Big Time Saving,Supermarket,7.76 Millions,2.5608 Millions,10.1025,7.1807,"{'Gross Weight': 10.1025, 'Net Weight': 7.1807, 'Package Weight': 2.9217}",yes,70K+,1970.94,1236.07,440.92,293.15,710.234
mc_ID_82,"Single Female with four children, education: bachelors degree working as professional",H11go_ZA,"Bread from Baked Goods department, Ordered Brand : Great","['Coffee Bar', 'Florist', 'Video Store', 'Ready Food', 'Bar For Salad']",Price Winners,,13.08 Millions,5.6244 Millions,25.2925,20.7864,"{'Gross Weight': 25.2925, 'Net Weight': 20.7864, 'Package Weight': 4.5061}",yes,50K+,2840.93,2036.54,481.98,321.26,453.9117
mc_ID_83,"Single Male with three children, education: partial high school working as professional",S04ne_WA,"Side Dishes from Deli department, Ordered Brand : Lake",[],,Supermarket,13.24 Millions,5.8256 Millions,19.6235,16.7163,"{'Gross Weight': 19.6235, 'Net Weight': 16.7163, 'Package Weight': 2.9072}",no,130K+,2811.99,2049.72,457.36,304.91,325.6198
mc_ID_84,"Married Female with four children, education: high school degree working as skilled manual",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Tell Tale",[],Save It (Sale),Supermarket,3.62 Millions,1.7376 Millions,30.3801,25.874,"{'Gross Weight': 30.3801, 'Net Weight': 25.874, 'Package Weight': 4.5061}",yes,30K+,,2050.49,457.36,304.91,467.4051
mc_ID_85,"Married Male with four children, education: partial high school working as skilled manual",P07nd_OR,"Fruit from Produce department, Ordered Brand : Hermanos",[],Saving Days,Supermarket,8.7 Millions,3.132 Millions,31.3976,27.0368,"{'Gross Weight': 31.3976, 'Net Weight': 27.0368, 'Package Weight': 4.3608}",yes,10K+,1887.7,1508,227.8,151.9,619.0228
mc_ID_86,"Single Male with three children, education: high school degree working as skilled manual",T02ma_WA,"Dairy from Dairy department, Ordered Brand : Gorilla","['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Budget Bargains,,5.96 Millions,1.8476 Millions,29.5079,25.0018,"{'Gross Weight': 29.5079, 'Net Weight': 25.0018, 'Package Weight': 4.5061}",yes,30K+,3148.68,2052.79,654.13,436.09,715.1502
mc_ID_87,"Single Female with two children, education: bachelors degree working as management",C15ho_ZA,"Fruit from Produce department, Ordered Brand : Ebony","['Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",,Gourmet,6.32 Millions,2.9704 Millions,,9.8554,"{'Gross Weight': 12.7771, 'Net Weight': 9.8554, 'Package Weight': 2.9217}",no,50K+,2204.27,1564.18,385.45,,486.9653
mc_ID_88,"Single Male with four children, education: bachelors degree working as professional",B06ls_CA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Portsmouth","['Florist', 'Video Store', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",,,5.67 Millions,2.7216 Millions,30.8162,,"{'Gross Weight': 30.8162, 'Net Weight': 26.4554, 'Package Weight': 4.3608}",yes,50K+,2200.69,1424.85,465.54,309.65,449.1524
mc_ID_89,"Married Female with five children, education: partial college working as skilled manual",M12ty_DF,"Vegetables from Produce department, Ordered Brand : High Top",[],Weekend Discount,Mid-Size,14.96 Millions,4.9368 Millions,27.1822,25.7286,"{'Gross Weight': 27.1822, 'Net Weight': 25.7286, 'Package Weight': 1.4536}",yes,30K+,3393.64,2085.67,785.64,522.49,577.7581
mc_ID_90,"Married Male with three children, education: partial college working as professional",G16ra_JA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",['Coffee Bar'],Best Savings,Small Grocery,2.58 Millions,1.29 Millions,24.8564,20.4957,"{'Gross Weight': 24.8564, 'Net Weight': 20.4957, 'Package Weight': 4.3608}",no,30K+,2285.14,1394.66,534.29,356.19,765.2536
mc_ID_91,"Married Male with three children, education: partial college working as clerical",B14on_WA,"Meat from Deli department, Ordered Brand : Red Spade","['Bar For Salad', 'Ready Food']",Super Duper Savers,Supermarket,8.85 Millions,3.8055 Millions,29.5079,26.4554,"{'Gross Weight': 29.5079, 'Net Weight': 26.4554, 'Package Weight': 3.0525}",yes,30K+,3688.33,2268.11,853.22,568.4,677.285
mc_ID_92,"Married Female with two children, education: high school degree working as professional",T02ma_WA,"Fruit from Produce department, Ordered Brand : Tell Tale","['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Sale : Double Down,Deluxe,11.46 Millions,5.0424 Millions,24.8564,21.9493,"{'Gross Weight': 24.8564, 'Net Weight': 21.9493, 'Package Weight': 2.9072}",yes,70K+,3146.51,2055.29,654.13,436.09,500.7202
mc_ID_93,"Married Male with four children, education: bachelors degree working as professional",S04ne_WA,"Breakfast Foods from Frozen Foods department, Ordered Brand : Imagine",[],Savings Galore,Supermarket,8.15 Millions,3.097 Millions,12.2247,10.7566,"{'Gross Weight': 12.2247, 'Net Weight': 10.7566, 'Package Weight': 1.4681}",yes,130K+,2811.99,2049.72,457.36,306.16,714.2611
mc_ID_94,"Married Female with five children, education: high school degree working as management",C15ho_ZA,"Specialty from Produce department, Ordered Brand : High Top","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Saving Days,,8.85 Millions,4.071 Millions,12.6753,,"{'Gross Weight': 12.6753, 'Net Weight': 9.7681, 'Package Weight': 2.9072}",no,110K+,2204.22,1564.86,385.45,258.13,474.0995
mc_ID_95,"Single Female with four children, education: partial high school working as manual",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel","['Ready Food', 'Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad']",Shelf Clearing Days,Deluxe,7.56 Millions,3.7044 Millions,27.909,23.5482,"{'Gross Weight': 27.909, 'Net Weight': 23.5482, 'Package Weight': 4.3608}",no,10K+,2861.13,1870.28,593.93,395.95,516.7763
mc_ID_96,"Single Female with four children, education: high school degree working as skilled manual",A17co_GU,"Vegetables from Produce department, Ordered Brand : High Top",[],Price Winners,Supermarket,2.79 Millions,1.3113 Millions,23.4028,20.4957,"{'Gross Weight': 23.4028, 'Net Weight': 20.4957, 'Package Weight': 2.9072}",no,30K+,2191.86,1623.43,341.05,227.33,586.7537
mc_ID_97,"Married Female with No children, education: partial college working as clerical",A17co_GU,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",[],Two Day Sale,Supermarket,6.39 Millions,2.1726 Millions,15.9895,14.5359,"{'Gross Weight': 15.9895, 'Net Weight': 14.5359, 'Package Weight': 1.4536}",yes,30K+,2192.14,1623.48,341.05,227.33,383.2021
mc_ID_98,"Married Male with three children, education: partial college working as clerical",B08am_WA,"Meat from Frozen Foods department, Ordered Brand : Carrington",['Coffee Bar'],Full Free,Small Grocery,0.93 Millions,0.3348 Millions,14.4196,12.966,"{'Gross Weight': 14.4196, 'Net Weight': 12.966, 'Package Weight': 1.4536}",yes,30K+,2620.77,2068.91,332.83,219.17,637.014
mc_ID_99,"Single Female with two children, education: graduate degree working as professional",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Ebony",[],Savings Galore,Supermarket,5.28 Millions,2.112 Millions,9.1431,7.675,"{'Gross Weight': 9.1431, 'Net Weight': 7.675, 'Package Weight': 1.4681}",yes,30K+,2811.8,,457.36,303.41,714.2611
mc_ID_100,"Married Female with three children, education: high school degree working as professional",H11go_ZA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Steady",[],One Day Sale,,2.85 Millions,1.368 Millions,19.9142,,"{'Gross Weight': 19.9142, 'Net Weight': 15.4081, 'Package Weight': 4.5061}",yes,150K+,3562.37,2819.7,447.7,298.5,767.3456
mc_ID_101,"Married Male with two children, education: partial college working as management",L05es_CA,"Electrical from Household department, Ordered Brand : Sunset",['Florist'],Price Winners,,6.98 Millions,3.141 Millions,15.8442,12.9224,"{'Gross Weight': 15.8442, 'Net Weight': 12.9224, 'Package Weight': 2.9217}",yes,30K+,2192.32,1321.01,523.32,348.85,640.7273
mc_ID_102,"Married Female with one child, education: partial college working as professional",H11go_ZA,"Hardware from Household department, Ordered Brand : High Quality","['Florist', 'Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",,,6.48 Millions,2.3976 Millions,,,"{'Gross Weight': 13.6928, 'Net Weight': 10.7857, 'Package Weight': 2.9072}",yes,30K+,2842.59,2035.65,483.98,322.23,455.3761
mc_ID_103,"Married Male with one child, education: bachelors degree working as professional",A17co_GU,"Starchy Foods from Starchy Foods department, Ordered Brand : Medalist",[],Shelf Clearing Days,Supermarket,10.83 Millions,4.6569 Millions,15.5534,14.0853,"{'Gross Weight': 15.5534, 'Net Weight': 14.0853, 'Package Weight': 1.4681}",yes,70K+,2191.86,1623.48,341.05,227.94,288.8006
mc_ID_104,"Single Male with No children, education: bachelors degree working as professional",S01em_OR,"Plastic Products from Household department, Ordered Brand : Red Wing","['Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Ready Food']",,Deluxe,10.38 Millions,3.8406 Millions,23.9843,22.5307,"{'Gross Weight': 23.9843, 'Net Weight': 22.5307, 'Package Weight': 1.4536}",yes,70K+,2570.62,1734.5,503.07,335.38,419.9167
mc_ID_105,"Single Female with four children, education: high school degree working as skilled manual",O09ba_VE,"Dairy from Dairy department, Ordered Brand : Gorilla","['Ready Food', 'Bar For Salad']",Money Savers,Supermarket,5.4 Millions,1.62 Millions,28.1997,26.6008,"{'Gross Weight': 28.1997, 'Net Weight': 26.6008, 'Package Weight': 1.599}",yes,30K+,3231.44,2448.37,472.27,,290.0035
mc_ID_106,"Single Female with two children, education: partial high school working as manual",B06ls_CA,"Fruit from Produce department, Ordered Brand : Tell Tale","['Bar For Salad', 'Ready Food', 'Video Store', 'Florist', 'Coffee Bar']",,,5.48 Millions,2.6304 Millions,,,"{'Gross Weight': 14.3179, 'Net Weight': 11.4107, 'Package Weight': 2.9072}",no,10K+,2201.6,1424.85,465.54,310.3,360.7131
mc_ID_107,"Single Female with four children, education: bachelors degree working as professional",H11go_ZA,"Eggs from Eggs department, Ordered Brand : Giant","['Video Store', 'Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",,,15.36 Millions,6.6048 Millions,27.3275,,"{'Gross Weight': 27.3275, 'Net Weight': 24.275, 'Package Weight': 3.0525}",no,50K+,2839.9,2040.5,481.98,321.26,328.1302
mc_ID_108,"Single Male with two children, education: high school degree working as skilled manual",S01em_OR,"Eggs from Eggs department, Ordered Brand : Giant","['Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad', 'Ready Food']",Save Price,Deluxe,6.84 Millions,2.2572 Millions,13.155,10.2478,"{'Gross Weight': 13.155, 'Net Weight': 10.2478, 'Package Weight': 2.9072}",no,30K+,2576.26,1734.5,,335.38,419.9167
mc_ID_109,"Married Male with three children, education: high school degree working as skilled manual",T02ma_WA,"Canned Soup from Canned Foods department, Ordered Brand : Better","['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",Save It (Sale),,3.45 Millions,1.0695 Millions,19.0421,,"{'Gross Weight': 19.0421, 'Net Weight': 16.1349, 'Package Weight': 2.9072}",yes,30K+,3145.51,2057.12,654.13,435.38,728.9051
mc_ID_110,"Married Male with No children, education: high school degree working as manual",T02ma_WA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Consolidated","['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Two for One,Deluxe,1.92 Millions,0.9216 Millions,13.6928,10.7857,"{'Gross Weight': 13.6928, 'Net Weight': 10.7857, 'Package Weight': 2.9072}",yes,10K+,3147.3,2055.29,654.13,436.09,312.9109
mc_ID_111,"Single Female with No children, education: high school degree working as manual",V13er_BC,"Hygiene from Health and Hygiene department, Ordered Brand : Bird Call","['Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Money Savers,Deluxe,4.2 Millions,1.764 Millions,24.7111,23.2575,"{'Gross Weight': 24.7111, 'Net Weight': 23.2575, 'Package Weight': 1.4536}",no,30K+,2150.59,1525.28,,248.79,560.656
mc_ID_112,"Single Male with one child, education: graduate degree working as management",L05es_CA,"Dairy from Dairy department, Ordered Brand : Carlson",['Florist'],Pick Your Savings,Supermarket,2.43 Millions,0.7776 Millions,17.7338,16.1349,"{'Gross Weight': 17.7338, 'Net Weight': 16.1349, 'Package Weight': 1.599}",no,130K+,2196.86,1320.15,523.32,348.85,769.6991
